model,split,index,task_name,reask,full_solved,full_replay_solved,first_turn_solved,archived_reason,first_turn_reason
7B,id,1061,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1063,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1064,dog_push_box_for_two_panda_transport,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1066,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1067,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1068,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1070,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1072,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1075,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1076,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1079,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1080,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1081,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1082,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1085,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1096,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1098,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1103,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1104,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1105,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1106,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1107,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1108,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1109,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,OVER_BUDGET,infeasible_assignment
7B,id,1110,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1113,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1114,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1117,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1122,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1124,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1125,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1126,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1127,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1128,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1130,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1134,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1135,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1136,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1138,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1143,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1146,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1149,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1152,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1153,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1155,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1156,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1157,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1158,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1159,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1162,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1163,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1164,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1165,ensure_all_fruits_on_table,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1167,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1173,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1174,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1176,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1180,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1181,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1185,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1187,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1189,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1190,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1192,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1193,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1195,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1197,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1200,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1201,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1202,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1204,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1205,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1207,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1210,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1218,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1219,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,OVER_BUDGET,infeasible_assignment
7B,id,1224,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1225,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1226,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1227,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1228,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1231,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1232,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1233,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1234,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1235,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1236,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1241,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1244,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1247,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1248,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1252,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1253,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1255,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1257,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1260,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1261,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1263,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1264,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1265,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1267,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1268,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1272,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1274,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1276,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1277,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1280,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1281,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1282,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1285,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1286,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,OVER_BUDGET,infeasible_assignment
7B,id,1289,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1291,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1293,set_plate_and_fork_on_table,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1294,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1295,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1300,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1303,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1304,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1306,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1307,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1308,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1311,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1312,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1313,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1314,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1315,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1317,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1320,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1321,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1322,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1325,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1327,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1328,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1330,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1331,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1333,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1338,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1342,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1345,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1348,dog_push_box_for_two_panda_transport,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1350,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1351,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1352,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1353,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1355,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1356,ensure_all_fruits_on_table,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1357,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1358,dog_push_box_for_two_panda_transport,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1359,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1361,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1363,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1365,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1366,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1373,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1374,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1378,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1379,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1380,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1383,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1384,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1385,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1387,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1388,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1389,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1392,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1393,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1395,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1397,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1398,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1399,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1400,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1401,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1402,set_plate_and_fork_on_table,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1403,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1404,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1405,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1406,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1410,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1411,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1413,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1415,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1416,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1419,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1420,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1424,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1425,dog_push_box_for_two_panda_transport,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1429,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1431,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1432,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1434,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1439,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1440,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1442,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1443,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1444,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1447,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1450,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1451,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1455,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1456,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1459,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1460,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
7B,id,1465,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1467,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1468,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1470,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1473,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1475,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1477,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1483,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1484,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1485,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1487,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1490,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1492,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1493,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1496,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1497,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1503,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1505,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1506,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1507,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1509,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1510,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1511,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1512,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1515,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1516,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1520,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1521,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1522,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1523,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1525,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1527,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1528,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1530,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1532,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1533,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1534,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1537,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1538,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1539,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1546,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1547,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1548,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1549,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1554,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1555,parallel_human_dual_asset_to_plate_or_bowl,0,0,0,0,NO_USABLE_WORK,NO_USABLE_WORK
7B,id,1556,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1559,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1560,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
7B,id,1565,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1569,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1570,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1571,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1574,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1576,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1578,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1579,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1583,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1584,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1585,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1586,clear_table_with_two_robots_and_put_in_cabinet,0,0,0,0,OVER_BUDGET,OVER_BUDGET
7B,id,1589,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1590,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1591,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1593,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
7B,id,1594,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
7B,id,1598,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
7B,id,1600,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1604,toast_bread_and_set_plate,0,0,0,0,GOAL_UNMET,GOAL_UNMET
7B,id,1605,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
7B,id,1609,dog_push_box_for_two_panda_transport,0,0,0,0,GOAL_UNMET,GOAL_UNMET
