split,index,source_task,analysis_skill,instruction,branch,conditions,absent_assets,unresolved_assets
test,46,dog_check_environment,dog_check_environment,Observe the space around oven.,not_applicable,[],[],"[""oven""]"
test,47,cut_two_fruits_on_board,cut_two_fruits_on_board,Let's get cooking—move the peach plus bread onto the wooden cutting board and work the knife on them.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach"",""bread""]","[""knife"",""wooden cutting board""]"
test,48,cut_fruit_on_board,cut_fruit_on_board,Cut the apple with the knife once everything is on the wooden cutting board.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""knife""]","[""wooden cutting board""]"
test,49,sequential_pick_two_and_place,sequential_pick_two_and_place,Kindly relocate both apple and pear to the bowl for me.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple"",""pear""]","[""bowl""]"
test,50,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Ensure that both the apple and scissors are placed into the cabinet to maintain order in the workspace.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""scissors""]","[""cabinet""]"
test,51,single_move_asset_to_target,single_move_asset_to_target,Please carefully place the pear onto the kitchen work area to continue the preparation.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""pear""]",[]
test,52,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Ensure that both the apple and knife are placed into the cabinet to maintain order in the workspace.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""knife""]","[""cabinet""]"
test,53,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the bowl onto the kitchen work area, and retrieve the apple from the cabinet, placing it neatly inside the bowl for serving.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""apple""]","[""cabinet""]"
test,54,toast_bread_and_set_plate,toast_bread_and_set_plate,"Place the bread into the toaster, turn it on, and meanwhile set the plate onto the kitchen island area for the breakfast setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
test,55,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the tomato and the scissors into the cabinet to tidy up the area.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""tomato"",""scissors""]","[""cabinet""]"
test,56,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Arrange the plate on the kitchen work area, and afterwards, retrieve the tomato from the cabinet, placing it into the plate to finalize the table setup.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""tomato""]","[""cabinet""]"
test,57,wash_fruit_and_serve,wash_fruit_and_serve,Rinse off the tomato at the sink and leave it in the bowl when finished.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""tomato""]","[""bowl"",""sink""]"
test,58,single_move_asset_to_target,single_move_asset_to_target,Move the plate to the kitchen island area so it is ready for the next step.,some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""plate""]",[]
test,59,wash_fruit_and_serve,wash_fruit_and_serve,Rinse the banana in sink and set it into the plate for serving.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""plate"",""sink""]"
test,60,single_move_asset_to_target,single_move_asset_to_target,Gently move the pumpkin onto the kitchen work area to complete this part of the task.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""pumpkin""]",[]
test,61,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the apple and the spoon into the cabinet to tidy up the area.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""spoon""]","[""cabinet""]"
test,62,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the tomato at the sink, then deliver it into the plate.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato""]","[""plate"",""sink""]"
test,63,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the peach and fork, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""fork""]","[""cabinet""]"
test,64,serve_bread_from_counter,serve_bread_from_counter,"Put the banana on the plate; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""cabinet"",""plate""]"
test,65,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the apple or the tomato is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""tomato""]","[""cabinet""]"
test,66,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Verify with a quick inspection that the table holds both the pear and the banana. Retrieve the missing fruit from wherever it is, including cabinet, if necessary.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""pear""]","[""cabinet""]"
test,67,toast_bread_and_set_plate,toast_bread_and_set_plate,"Insert the bread into the toaster, activate it to start the process, and place the plate on the kitchen work area to prepare for serving.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""plate""]","[""toaster""]"
test,68,cut_fruit_on_board,cut_fruit_on_board,"Set the pear on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
test,69,serve_bread_from_counter,serve_bread_from_counter,"Move the apple to the plate. In case it's not visible, you may need to inspect the cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""cabinet"",""plate""]"
test,70,single_move_asset_to_target,single_move_asset_to_target,Please carefully place the peach onto the kitchen work area to continue the preparation.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""peach""]",[]
test,71,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Store the pumpkin together with the spoon inside the cabinet to make the area neat and clean.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""pumpkin"",""spoon""]","[""cabinet""]"
test,72,serve_bread_from_counter,serve_bread_from_counter,"Place the bread onto the plate. Should it be missing, have a quick look inside the cabinet.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""bread""]","[""cabinet"",""plate""]"
test,73,single_move_asset_to_target,single_move_asset_to_target,Put the scissors on the rack so it can be used later.,some_absent,"[{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""rack""}]","[""scissors""]",[]
test,74,serve_bread_from_counter,serve_bread_from_counter,"Transfer the bread to the plate. If you can't spot it, open the cabinet and retrieve it.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""bread""]","[""cabinet"",""plate""]"
test,75,cut_two_fruits_on_board,cut_two_fruits_on_board,Deliver the pear alongside the tomato to the wooden cutting board for a neat cut with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""tomato""]","[""knife"",""wooden cutting board""]"
test,76,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the peach or the banana is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
test,77,wash_fruit_and_serve,wash_fruit_and_serve,"Freshen the banana under the tap on sink, then drop it in the plate.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""plate"",""sink""]"
test,78,cut_two_fruits_on_board,cut_two_fruits_on_board,"Here’s the plan—stack the peach and tomato on the wooden cutting board, then give them a brisk chop with the knife.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach"",""tomato""]","[""knife"",""wooden cutting board""]"
test,79,dog_check_environment,dog_check_environment,Observe the space around drawer.,not_applicable,[],[],"[""drawer""]"
test,80,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Put the apple on the bowl; if it's not out here, it could be hiding in the cabinet, so look carefully.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
test,81,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Ensure that both the bread and spoon are placed into the cabinet to maintain order in the workspace.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""spoon""]","[""cabinet""]"
test,82,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the apple and the tomato are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""apple""]","[""cabinet""]"
test,83,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the apple or the tomato is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""apple""]","[""cabinet""]"
test,84,serve_bread_from_counter,serve_bread_from_counter,"Put the apple on the bowl; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
test,85,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the peach at the sink, then deliver it into the bowl.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""peach""]","[""bowl"",""sink""]"
test,86,dog_check_environment,dog_check_environment,Inspect the environment of drawer.,not_applicable,[],[],"[""drawer""]"
test,87,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Carry the meat along with the pizza and place them into the plate.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pizza"",""status"":""present_elsewhere"",""target"":""plate""}]","[""meat"",""pizza""]","[""plate""]"
test,88,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Verify with a quick inspection that the table holds both the apple and the banana. Retrieve the missing fruit from wherever it is, including cabinet, if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
test,89,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Place the apple neatly on the bowl. If it's absent, the cabinet is worth checking.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
test,90,single_move_asset_to_target,single_move_asset_to_target,Pick up the bottle and place it on the kitchen work area to set things up.,some_absent,"[{""asset"":""bottle"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bottle""]",[]
test,91,single_move_asset_to_target,single_move_asset_to_target,Put the peach on the kitchen island area so it can be used later.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""peach""]",[]
test,92,wash_fruit_and_serve,wash_fruit_and_serve,"Run water over the tomato at the sink, then arrange it neatly in the plate.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato""]","[""plate"",""sink""]"
test,93,dog_check_environment,dog_check_environment,Assess the area surrounding fridge.,not_applicable,[],[],"[""fridge""]"
test,94,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the plate onto the kitchen work area, and retrieve the banana from the cabinet, placing it neatly inside the plate for serving.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""banana""]","[""cabinet""]"
test,95,cut_two_fruits_on_board,cut_two_fruits_on_board,Bring the apple and banana to the wooden cutting board and chop them with the knife.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""banana""]","[""knife"",""wooden cutting board""]"
test,96,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Put the plate on the kitchen island area as the base, then collect the bread from the cabinet and place it into the plate to get ready for a meal.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""bread""]","[""cabinet""]"
test,97,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Pick up the tomato and spoon and carefully deposit them into the cabinet for cleanup.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""tomato"",""spoon""]","[""cabinet""]"
test,98,cut_fruit_on_board,cut_fruit_on_board,Lay the apple on the wooden cutting board and carve it using the knife.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple""]","[""knife"",""wooden cutting board""]"
test,99,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the apple and the fork into the cabinet to tidy up the area.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""fork""]","[""cabinet""]"
test,100,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Place the plate on the kitchen work area, then fetch the apple from the cabinet and put it into the plate to prepare the dining setup.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""apple""]","[""cabinet""]"
test,101,single_move_asset_to_target,single_move_asset_to_target,Relocate the bread to the kitchen work area as instructed.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread""]",[]
test,102,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the pear and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""pear""]","[""knife""]"
test,103,cut_two_fruits_on_board,cut_two_fruits_on_board,Place both the pear and banana on the wooden cutting board for cutting with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""banana""]","[""knife"",""wooden cutting board""]"
test,104,wash_fruit_and_serve,wash_fruit_and_serve,"Freshen the apple under the tap on sink, then drop it in the plate.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""plate"",""sink""]"
test,105,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the apple and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""apple""]","[""knife""]"
test,106,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table thoroughly. If you find that both a apple and a tomato are missing, fetch the absent fruit from wherever it may be, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""apple""]","[""cabinet""]"
test,107,toast_bread_and_set_plate,toast_bread_and_set_plate,"Load the bread into the toaster, start its operation, and arrange the bowl neatly on the kitchen work area.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""bowl""]","[""toaster""]"
test,108,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Place the apple neatly on the bowl. If it's absent, the cabinet is worth checking.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
test,109,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the peach and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""peach""]","[""knife""]"
test,110,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"First, position the plate on the kitchen island area, then carefully retrieve the apple from the cabinet and place it inside the plate to complete the dining arrangement.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""apple""]","[""cabinet""]"
test,111,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Store the tomato together with the spoon inside the cabinet to make the area neat and clean.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""tomato"",""spoon""]","[""cabinet""]"
test,112,sequential_pick_two_and_place,sequential_pick_two_and_place,I need the tomato with the pear transferred to the bowl pronto!,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""tomato"",""pear""]","[""bowl""]"
test,113,dog_check_environment,dog_check_environment,Explore the nearby environment of drawer.,not_applicable,[],[],"[""drawer""]"
test,114,wash_fruit_and_serve,wash_fruit_and_serve,"Freshen the tomato under the tap on sink, then drop it in the bowl.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""tomato""]","[""bowl"",""sink""]"
test,115,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Begin by placing the bowl onto the kitchen island area, then fetch the bread from the cabinet and load it into the bowl to complete the preparation.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""bread""]","[""cabinet""]"
test,116,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Place the banana onto the bowl. Should it be missing, check the cabinet before proceeding.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana""]","[""bowl"",""cabinet""]"
test,117,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Put away the peach and spoon by placing them into the cabinet to prepare for the next task.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""spoon""]","[""cabinet""]"
test,118,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Glance at the table to confirm both a pear and a banana are present. If not, retrieve the missing fruit, ensuring to check all possible locations, including cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""pear"",""banana""]","[""cabinet""]"
test,119,cut_fruit_on_board,cut_fruit_on_board,Cut the apple with the knife once everything is on the wooden cutting board.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""knife""]","[""wooden cutting board""]"
test,120,toast_bread_and_set_plate,toast_bread_and_set_plate,"Place the bread into the toaster, turn it on, and meanwhile set the plate onto the kitchen work area for the breakfast setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""plate""]","[""toaster""]"
test,121,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the peach or the tomato is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""peach"",""tomato""]","[""cabinet""]"
test,122,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Shift the fork to the sink location. If carrying it directly isn't feasible, first house the fork in a cardboardbox, move the cardboardbox, and extract the fork at the sink.",some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""sink""}]","[""fork""]","[""cardboardbox"",""sink""]"
test,123,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the pear at the sink, then deliver it into the bowl.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pear""]","[""bowl"",""sink""]"
test,124,wash_fruit_and_serve,wash_fruit_and_serve,Rinse off the tomato at the sink and leave it in the bowl when finished.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""tomato""]","[""bowl"",""sink""]"
test,125,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Put the bread and the knife into the cabinet to clean up the workspace.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""knife""]","[""cabinet""]"
test,126,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the pear or the banana is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""pear""]","[""cabinet""]"
test,127,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the apple or the tomato is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""apple"",""tomato""]","[""cabinet""]"
test,128,cut_fruit_on_board,cut_fruit_on_board,Position the pear on the wooden cutting board; slice it neatly with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
test,129,toast_bread_and_set_plate,toast_bread_and_set_plate,"Load the bread into the toaster, start its operation, and arrange the plate neatly on the kitchen island area.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
test,130,single_move_asset_to_target,single_move_asset_to_target,Relocate the peach to the rack as instructed.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""rack""}]","[""peach""]",[]
test,131,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the bowl onto the kitchen work area, and retrieve the tomato from the cabinet, placing it neatly inside the bowl for serving.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""tomato""]","[""cabinet""]"
test,132,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Ensure the bread and banana are transferred into the bowl at the same time.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread"",""banana""]","[""bowl""]"
test,133,wash_fruit_and_serve,wash_fruit_and_serve,Wash off the banana at the sink and move it into the bowl.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana""]","[""bowl"",""sink""]"
test,134,toast_bread_and_set_plate,toast_bread_and_set_plate,"Place the bread into the toaster, turn it on, and meanwhile set the plate onto the kitchen work area for the breakfast setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""plate""]","[""toaster""]"
test,135,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the apple at the sink, then deliver it into the plate.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""plate"",""sink""]"
test,136,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table thoroughly. If you find that both a apple and a tomato are missing, fetch the absent fruit from wherever it may be, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""apple""]","[""cabinet""]"
test,137,cut_fruit_on_board,cut_fruit_on_board,Place the apple on the wooden cutting board and finish by cutting it with the knife.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple""]","[""knife"",""wooden cutting board""]"
test,138,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Pick up the peach and spoon and carefully deposit them into the cabinet for cleanup.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""spoon""]","[""cabinet""]"
